,title,channelTitle,duration,trended_later,tags,ratings_disabled,description,Channel_viewCount,Channel_subscriberCount,Channel_hiddenSubscriberCount,Channel_videoCount,Channel_description,view_count_update_11_19_14,likes_update_11_19_14,dislikes_update_11_19_14,comment_count_update_11_19_14,trending?,engagement_rate,INTL,UNK,USA,Category_24.0,Category_25.0,Category_26.0,Category_17.0,Category_22.0,Category_20.0,Category_1.0,Category_10.0,Category_23.0,Category_28.0,Category_2.0,Category_27.0,Category_19.0,Category_15.0,Category_30.0,Category_29.0
51,0.0,0.0,-0.0784444651602044,False,19.0,0,0.161,-0.32721413373286834,-0.4279300934876501,0,-0.3750062739366288,0.216,-0.12665399766530905,-0.17943761623865626,-0.16260755636945382,-0.05970714574394394,1,0.015045161290322582,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,-0.04631705127096267,False,31.0,0,0.148,-0.2384265200022332,0.10538280094568886,0,-0.40301179184592895,0.199,3.333216251415065,4.394869503973107,3.7679642341561177,1.1966594907712116,1,0.05892079365079365,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,-0.09426519166364612,False,2.0,0,0.0,-0.3375211175909765,-0.4374160331722008,0,0.5657694608368575,0.0,-0.19466600812903032,-0.19277397607193505,-0.1573830480080995,-0.06399573700869264,1,0.027352297592997808,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,-0.06337967780709777,False,0.0,0,0.0,-0.33258030045600595,-0.3575449417569035,0,-0.4087327051300748,0.248,0.2709952264849603,0.4143326185756941,0.281475654345664,0.1305157023546869,1,0.052275362318840585,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
55,0.474,0.73,-0.08789370453939313,False,0.0,0,0.107,-0.34045106307372197,-0.4290583388298199,0,-0.41046994581321855,0.333,0.433432460412838,0.7634571705467829,0.3257098251384639,0.31521103282319723,1,0.5604436619718309,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,-0.208,0.0,-0.09075547417994743,False,20.0,0,0.07999999999999999,-0.299101850111078,-0.3268219532085875,0,-0.4017238375463569,0.10899999999999999,0.40116905983200857,0.14800409804785392,0.043238073067906654,-0.0034789491616833263,1,0.021502272727272728,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.0,0.0,-0.046803012153320944,False,30.0,0,0.0,-0.2898306239064428,-0.17928217769407548,0,-0.4006455502257849,0.299,0.1454691689822012,0.3010571533765432,-0.008310409430789365,0.3460888899293878,1,0.01455364238410596,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,-0.036543837970201734,False,13.0,0,0.135,-0.3401003339617126,-0.4209002571248999,0,-0.4111588516013617,0.227,-0.0754259450147119,-0.059821914397454774,-0.11349717777272315,-0.030830631227969425,1,0.05057627118644068,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,0.0,-0.07995634346087459,False,24.0,0,0.259,-0.3395058690334801,-0.4263679076292612,0,-0.4017238375463569,0.436,-0.09051108638466088,-0.05197699684846725,-0.13648501456268214,-0.09420647991814453,1,0.06867630057803469,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,0.0,0.0,-0.0027425588195037188,False,26.0,0,0.06400000000000002,-0.3380863205303395,-0.28863518778130204,0,-0.4118178049639335,0.333,1.0037288343682549,2.5589787502220163,0.6635613658393771,1.4083252951935858,1,0.13106136363636364,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,-0.04431921208793419,False,16.0,0,0.062,-0.3220924550213569,-0.2808242584893573,0,-0.406725892616788,0.086,1.0859892371304758,1.900841609944252,0.4625919442059472,1.4198568405943546,1,0.09708864864864863,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.375,0.0,-0.09075547417994743,False,0.0,0,0.144,-0.3204282192403867,-0.3742950456829629,0,-0.3815059502856321,0.0,0.1185570609500787,0.2958872241065547,0.3706405970461111,0.5008593835727628,1,0.0584398447606727,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.332,0.0,-0.029146433427636835,False,30.0,0,0.182,-0.021801126861633047,0.16439871115149365,0,-0.3931873962584953,0.371,0.7575361727995055,1.4682394189395926,0.907371756035912,0.4948553558021146,1,0.01952292263610315,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,-0.08492394359164811,False,12.0,0,0.098,-0.3228959706758846,-0.3892225994409017,0,-0.3889641042529217,0.545,0.1811986863763596,0.13205705253843664,0.11498798789717275,0.0066230658175024815,1,0.04533943427620632,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0,0.006220719677326746,False,43.0,0,0.046,-0.17249006740786593,0.19737819038414928,0,-0.4032514112505005,0.066,0.7990727121473564,1.2488389379793845,0.2933178732980671,0.6309466519368064,1,0.016391032608695653,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,-0.0879477001929885,False,3.0,0,0.17,0.2831395407584933,0.24684740923313275,0,-0.40675584504235945,0.0,1.3343339542227688,1.8677000484299229,0.2421176913567947,0.8710124607346276,1,0.02159873896595208,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
